3,1,489.28,285.38,148.47,123.84,1,-1,-1,-1
3,2,1140.06,209.60,138.21,105.77,1,-1,-1,-1
3,3,652.95,205.64,80.89,86.09,1,-1,-1,-1
3,4,387.27,343.51,159.07,150.04,1,-1,-1,-1
3,5,1440.03,270.40,184.26,105.82,1,-1,-1,-1
3,6,1112.74,159.66,38.01,30.52,1,-1,-1,-1
3,7,1012.77,129.99,63.34,55.03,1,-1,-1,-1
4,1,489.17,285.62,148.65,124.29,1,-1,-1,-1
4,2,1141.01,209.74,137.64,105.59,1,-1,-1,-1
4,3,653.14,205.50,82.40,87.02,1,-1,-1,-1
4,4,388.77,344.17,157.57,149.28,1,-1,-1,-1
4,5,1440.71,270.59,184.80,105.64,1,-1,-1,-1
4,6,1112.69,159.53,38.60,30.69,1,-1,-1,-1
4,7,1012.84,130.95,63.67,55.00,1,-1,-1,-1
4,10,1253.96,201.96,50.03,42.19,1,-1,-1,-1
5,1,489.48,285.55,148.11,124.25,1,-1,-1,-1
5,2,1140.58,209.37,138.36,106.53,1,-1,-1,-1
5,3,656.05,208.62,77.17,80.39,1,-1,-1,-1
5,4,388.28,343.68,157.89,150.34,1,-1,-1,-1
5,5,1439.64,270.15,186.48,106.03,1,-1,-1,-1
5,6,1112.86,159.93,37.93,29.84,1,-1,-1,-1
5,7,1012.49,131.16,63.96,54.83,1,-1,-1,-1
5,10,1254.31,201.11,50.81,42.85,1,-1,-1,-1
6,1,489.95,285.93,146.26,123.12,1,-1,-1,-1
6,2,1139.41,208.77,139.29,107.70,1,-1,-1,-1
6,3,655.87,209.82,75.20,77.13,1,-1,-1,-1
6,4,387.01,342.87,158.62,152.00,1,-1,-1,-1
6,5,1437.97,269.80,187.86,106.09,1,-1,-1,-1
6,6,1113.19,160.40,37.04,28.87,1,-1,-1,-1
6,7,1012.50,131.56,63.63,53.99,1,-1,-1,-1
7,1,490.93,286.47,143.22,120.87,1,-1,-1,-1
7,2,1139.18,208.60,139.04,107.92,1,-1,-1,-1
7,3,654.48,209.91,75.35,76.05,1,-1,-1,-1
7,4,385.76,342.22,158.63,153.19,1,-1,-1,-1
7,5,1428.14,259.65,201.96,113.94,1,-1,-1,-1
7,6,1113.94,160.86,36.07,27.92,1,-1,-1,-1
7,7,1013.73,132.40,61.90,51.73,1,-1,-1,-1
7,11,1285.64,174.54,33.75,38.12,1,-1,-1,-1
8,1,491.48,286.40,142.09,120.28,1,-1,-1,-1
8,2,1139.56,208.89,137.69,107.21,1,-1,-1,-1
8,3,653.43,209.74,76.56,76.04,1,-1,-1,-1
8,4,386.15,342.31,157.14,152.95,1,-1,-1,-1
8,5,1422.49,256.06,208.06,117.02,1,-1,-1,-1
8,6,1114.03,160.90,36.42,28.00,1,-1,-1,-1
8,7,1013.72,132.74,62.13,51.17,1,-1,-1,-1
8,11,1285.42,174.57,33.15,37.10,1,-1,-1,-1
8,12,305.62,400.11,162.55,165.88,1,-1,-1,-1
9,1,490.76,285.55,144.20,122.68,1,-1,-1,-1
9,2,1139.89,208.67,137.70,107.70,1,-1,-1,-1
9,3,653.43,209.77,78.19,76.46,1,-1,-1,-1
9,4,387.95,342.85,155.08,152.00,1,-1,-1,-1
9,5,1423.80,264.03,198.51,109.79,1,-1,-1,-1
9,6,1113.27,160.44,37.77,28.79,1,-1,-1,-1
9,7,1012.72,132.21,64.24,52.47,1,-1,-1,-1
9,11,1285.54,174.76,32.49,36.37,1,-1,-1,-1
9,12,307.01,400.62,161.40,164.71,1,-1,-1,-1
9,13,57.41,152.30,157.03,46.97,1,-1,-1,-1
10,1,490.06,284.68,146.28,125.20,1,-1,-1,-1
10,2,1140.63,208.81,137.11,107.74,1,-1,-1,-1
10,3,653.81,209.98,80.00,77.03,1,-1,-1,-1
10,4,390.26,343.72,152.50,150.42,1,-1,-1,-1
10,5,1424.01,267.53,196.75,106.21,1,-1,-1,-1
10,6,1112.31,159.85,39.53,29.75,1,-1,-1,-1
10,7,1011.90,132.92,65.20,53.00,1,-1,-1,-1
10,12,309.22,401.32,160.05,163.26,1,-1,-1,-1
10,13,57.75,152.29,156.96,46.95,1,-1,-1,-1
11,1,489.49,284.42,147.20,126.75,1,-1,-1,-1
11,2,1140.73,208.69,136.90,108.09,1,-1,-1,-1
11,3,653.92,210.14,81.62,77.44,1,-1,-1,-1
11,4,391.62,344.16,150.80,149.69,1,-1,-1,-1
11,5,1412.38,253.19,228.64,122.38,1,-1,-1,-1
11,6,1111.46,159.58,40.73,30.23,1,-1,-1,-1
11,7,1013.18,135.54,62.46,50.39,1,-1,-1,-1
11,12,310.10,401.52,159.51,162.71,1,-1,-1,-1
11,13,57.29,151.96,157.57,47.01,1,-1,-1,-1
12,1,490.38,284.75,145.39,125.78,1,-1,-1,-1
12,2,1140.94,208.88,135.85,107.55,1,-1,-1,-1
12,3,653.18,210.30,82.24,76.88,1,-1,-1,-1
12,4,391.06,343.91,150.33,150.10,1,-1,-1,-1
12,5,1410.93,250.14,237.03,124.36,1,-1,-1,-1
12,6,1111.36,159.87,40.87,29.95,1,-1,-1,-1
12,7,1014.29,138.52,59.02,46.96,1,-1,-1,-1
12,12,310.19,401.85,159.14,162.24,1,-1,-1,-1
12,13,56.59,152.10,157.34,46.80,1,-1,-1,-1
13,1,491.27,285.48,142.90,124.15,1,-1,-1,-1
13,2,1140.73,209.48,134.77,106.72,1,-1,-1,-1
13,3,651.80,210.12,82.68,76.25,1,-1,-1,-1
13,4,389.63,343.11,150.87,151.57,1,-1,-1,-1
13,5,1406.25,249.59,242.05,123.34,1,-1,-1,-1
13,6,1111.95,160.43,40.08,29.08,1,-1,-1,-1
13,7,1013.98,139.42,57.88,45.41,1,-1,-1,-1
13,12,308.66,401.36,159.84,162.98,1,-1,-1,-1
13,13,56.18,152.36,157.01,46.64,1,-1,-1,-1
13,14,1072.41,148.56,34.03,30.50,1,-1,-1,-1
14,1,492.30,286.34,139.94,121.90,1,-1,-1,-1
14,2,1140.62,210.16,133.96,105.88,1,-1,-1,-1
14,3,650.34,209.84,83.23,75.82,1,-1,-1,-1
14,4,388.72,342.52,150.65,152.38,1,-1,-1,-1
14,5,1398.72,250.17,248.46,122.26,1,-1,-1,-1
14,6,1112.48,160.89,39.43,28.39,1,-1,-1,-1
14,7,1013.00,138.68,59.02,45.76,1,-1,-1,-1
14,10,1247.82,206.05,46.46,38.88,1,-1,-1,-1
14,12,306.72,400.58,161.43,164.78,1,-1,-1,-1
14,13,56.15,152.37,156.78,46.57,1,-1,-1,-1
14,14,1071.38,148.60,34.51,30.78,1,-1,-1,-1
15,1,492.61,286.62,139.06,121.50,1,-1,-1,-1
15,2,1139.90,210.05,134.96,106.64,1,-1,-1,-1
15,3,649.56,209.69,84.19,75.84,1,-1,-1,-1
15,4,389.05,342.41,149.83,152.54,1,-1,-1,-1
15,5,1384.19,249.91,258.52,123.23,1,-1,-1,-1
15,6,1112.81,160.96,39.53,28.28,1,-1,-1,-1
15,7,1013.01,138.67,59.23,45.34,1,-1,-1,-1
15,10,1246.99,205.46,46.97,39.34,1,-1,-1,-1
15,12,306.14,400.08,161.78,165.24,1,-1,-1,-1
15,14,1070.67,148.21,35.36,31.37,1,-1,-1,-1
16,1,492.39,286.04,140.37,123.16,1,-1,-1,-1
16,2,1139.18,209.24,136.67,108.21,1,-1,-1,-1
16,3,649.39,209.83,85.42,76.12,1,-1,-1,-1
16,4,390.08,342.42,149.04,152.41,1,-1,-1,-1
16,5,1342.59,256.01,270.79,127.09,1,-1,-1,-1
16,6,1112.38,160.73,40.68,28.92,1,-1,-1,-1
16,7,1013.48,140.03,58.27,44.10,1,-1,-1,-1
16,10,1246.47,205.60,46.82,39.21,1,-1,-1,-1
16,12,306.54,400.03,161.59,165.08,1,-1,-1,-1
16,13,56.38,152.87,155.37,45.93,1,-1,-1,-1
16,14,1070.25,147.77,36.33,32.08,1,-1,-1,-1
17,1,491.78,285.18,142.56,125.79,1,-1,-1,-1
17,2,1138.72,208.40,137.89,109.63,1,-1,-1,-1
17,3,649.34,209.86,87.09,76.86,1,-1,-1,-1
17,4,391.34,342.69,148.12,151.85,1,-1,-1,-1
17,5,1316.89,258.20,278.73,128.87,1,-1,-1,-1
17,6,1111.80,160.39,42.15,29.79,1,-1,-1,-1
17,7,1014.15,141.98,56.85,42.49,1,-1,-1,-1
17,12,307.56,400.40,160.94,164.37,1,-1,-1,-1
17,13,57.23,153.09,154.77,45.47,1,-1,-1,-1
17,14,1069.87,147.59,37.26,32.72,1,-1,-1,-1
18,1,491.50,284.63,143.32,127.15,1,-1,-1,-1
18,2,1139.34,208.65,136.28,108.73,1,-1,-1,-1
18,3,649.11,210.02,88.03,76.96,1,-1,-1,-1
18,4,391.76,342.65,147.82,151.87,1,-1,-1,-1
18,5,1294.42,258.58,287.11,130.79,1,-1,-1,-1
18,6,1111.40,160.32,43.00,30.23,1,-1,-1,-1
18,7,1015.22,144.27,54.61,40.09,1,-1,-1,-1
18,12,308.07,400.52,160.68,164.08,1,-1,-1,-1
18,13,57.46,153.19,154.16,45.29,1,-1,-1,-1
18,14,1070.21,148.26,36.88,32.11,1,-1,-1,-1
19,1,492.00,285.05,141.34,125.74,1,-1,-1,-1
19,2,1139.85,209.31,133.85,106.92,1,-1,-1,-1
